group	PeakID (cmd=annotatePeaks.pl Common_optimal.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
KO Specific	primary_peak_31783	chr9	64022825	64023311	+	492	NA	Intergenic	CpG-15077	-1009	NM_008542	17130	Mm.325757	NM_008542	ENSMUSG00000036867	Smad6	Madh6|b2b390Clo	SMAD family member 6	protein-coding
KO Specific	primary_peak_13292	chr17	15705061	15705275	+	492	NA	5' UTR (NM_007690, exon 1 of 36)	5' UTR (NM_007690, exon 1 of 36)	201	NM_007690	12648	Mm.8137	NM_007690	ENSMUSG00000023852	Chd1	4930525N21Rik|AI851787|AW555109	chromodomain helicase DNA binding protein 1	protein-coding
KO Specific	primary_peak_32302	chr9	107611608	107613086	+	491	NA	Intergenic	Intergenic	-3106	NM_001042779	20347	Mm.4083	NM_009153	ENSMUSG00000057969	Sema3b	SemA|Semaa|sema5|semaV	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	protein-coding
KO Specific	primary_peak_26152	chr6	88446117	88446730	+	490	NA	exon (NM_023060, exon 1 of 7)	exon (NM_023060, exon 1 of 7)	116	NM_023060	65967	Mm.333237	NM_023060	ENSMUSG00000033216	Eefsec	Selb|mSelB|sec	eukaryotic elongation factor, selenocysteine-tRNA-specific	protein-coding
KO Specific	primary_peak_12938	chr16	91415212	91416126	+	490	NA	intron (NM_008349, intron 4 of 6)	intron (NM_008349, intron 4 of 6)	9434	NM_008349	16155	Mm.4154	NM_008349	ENSMUSG00000022969	Il10rb	6620401D04Rik|AI528744|CRF2-4|Crfb4|D16H21S58|D21S58h|IL-10R2|Il10r2	interleukin 10 receptor, beta	protein-coding
KO Specific	primary_peak_1109	chr1	130715509	130716238	+	489	NA	promoter-TSS (NM_008825)	promoter-TSS (NM_008825)	-52	NR_027859	18640	Mm.249861	NM_008825	ENSMUSG00000026409	Pfkfb2	4930568D07Rik	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	protein-coding
KO Specific	primary_peak_28491	chr7	100582720	100583245	+	489	NA	intron (NR_003559, intron 1 of 7)	CpG	148	NM_198831	52443	Mm.473730	NM_198831	ENSMUSG00000030706	Mrpl48	1810030E20Rik|2610028L11Rik|CGI-118|D4Ertd786e|L48mt|MRP-L48	mitochondrial ribosomal protein L48	protein-coding
KO Specific	primary_peak_20141	chr3	90383608	90384100	+	489	NA	Intergenic	Intergenic	6073	NM_011988	26568	Mm.45519	NM_011988	ENSMUSG00000027932	Slc27a3	Acsvl3|FATP-3|FATP3|Vlcs-3	solute carrier family 27 (fatty acid transporter), member 3	protein-coding
KO Specific	primary_peak_22953	chr4	149425977	149426945	+	489	NA	5' UTR (NM_022022, exon 1 of 27)	5' UTR (NM_022022, exon 1 of 27)	170	NM_022022	63958	Mm.415260	NM_022022	ENSMUSG00000028960	Ube4b	4930551I19Rik|4933406G05Rik|AU014668|D4Bwg0973e|UFD2|UFD2a|Ufd2p|mKIAA0684	ubiquitination factor E4B	protein-coding
KO Specific	primary_peak_32848	chrX	38473284	38474170	+	487	NA	Intergenic	Intergenic	-17267	NM_010685	16784	Mm.486	NM_010685	ENSMUSG00000016534	Lamp2	CD107b|LGP-B|Lamp II|Lamp-2|Lamp-2a|Lamp-2b|Lamp-2c|Mac3	lysosomal-associated membrane protein 2	protein-coding
KO Specific	primary_peak_165	chr1	34849653	34850380	+	487	NA	promoter-TSS (NM_145516)	promoter-TSS (NM_145516)	57	NM_175421	226971	Mm.292751	NM_145516	ENSMUSG00000026123	Plekhb2	2310009M15Rik|AU018239|Evt2|Phdc|evt-2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding
KO Specific	primary_peak_20762	chr3	133582840	133583902	+	487	NA	Intergenic	Intergenic	-38981	NM_001040400	214133	Mm.347816	NM_145989	ENSMUSG00000040943	Tet2	Ayu17-449|E130014J05Rik|mKIAA1546	tet methylcytosine dioxygenase 2	protein-coding
KO Specific	primary_peak_24831	chr5	136986706	136987556	+	486	NA	5' UTR (NM_011962, exon 1 of 19)	5' UTR (NM_011962, exon 1 of 19)	112	NM_011962	26433	Mm.251003	NM_011962	ENSMUSG00000004846	Plod3	AI414586|LH3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	protein-coding
KO Specific	primary_peak_7263	chr12	85437179	85438026	+	485	NA	Intergenic	Intergenic	-36299	NM_010234	14281	Mm.246513	NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding
KO Specific	primary_peak_7245	chr12	85110518	85111626	+	485	NA	intron (NM_030225, intron 1 of 14)	CpG	239	NM_030225	78920	Mm.296221	NM_030225	ENSMUSG00000004789	Dlst	1600017E01Rik|4632413C10Rik|4930529O08Rik|DLTS	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	protein-coding
KO Specific	primary_peak_6986	chr12	72461530	72462381	+	485	NA	intron (NM_030070, intron 10 of 24)	intron (NM_030070, intron 10 of 24)	19706	NM_001142729	78257	Mm.266280	NM_030070	ENSMUSG00000021090	Lrrc9	4921529O18Rik|4930432K16Rik	leucine rich repeat containing 9	protein-coding
KO Specific	primary_peak_10843	chr15	48904481	48905243	+	484	NA	Intergenic	Lx5|LINE|L1	-112873	NM_001081391	239420	Mm.309363	NM_001081391	ENSMUSG00000022311	Csmd3	4930500N14Rik|mKIAA1894	CUB and Sushi multiple domains 3	protein-coding
KO Specific	primary_peak_16903	chr2	18063804	18065455	+	483	NA	promoter-TSS (NM_001252561)	promoter-TSS (NM_001252561)	44	NR_045538	17354	Mm.209175	NM_010804	ENSMUSG00000026743	Mllt10	Af10|B130021D15Rik|D630001B22Rik|mKIAA4140	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	protein-coding
KO Specific	primary_peak_22543	chr4	133672227	133673409	+	482	NA	promoter-TSS (NM_001145955)	promoter-TSS (NM_001145955)	-171	NM_001145955	230801	Mm.217004	NM_178698	ENSMUSG00000043257	Pigv	B330013B03|D430024F16Rik	phosphatidylinositol glycan anchor biosynthesis, class V	protein-coding
KO Specific	primary_peak_17159	chr2	30048707	30049324	+	480	NA	promoter-TSS (NM_001008498)	promoter-TSS (NM_001008498)	-136	NM_001008498	71820	Mm.88053	NM_001008498	ENSMUSG00000039715	Wdr34	3200002I06Rik	WD repeat domain 34	protein-coding
KO Specific	primary_peak_3254	chr10	81070274	81070602	+	480	NA	intron (NM_022653, intron 1 of 12)	intron (NM_022653, intron 1 of 12)	355	NM_022653	50492	Mm.26995	NM_022653	ENSMUSG00000004929	Thop1	AI131655|AI327041|EP24.15	thimet oligopeptidase 1	protein-coding
KO Specific	primary_peak_30698	chr8	120178941	120179479	+	480	NA	Intergenic	Intergenic	-1741	NM_001033980	436062	Mm.334852	NM_001033980	ENSMUSG00000042269	Fam92b	1700120B06Rik	family with sequence similarity 92, member B	protein-coding
KO Specific	primary_peak_1811	chr1	172206139	172207620	+	479	NA	promoter-TSS (NM_011063)	promoter-TSS (NM_011063)	-98	NM_011063	18611	Mm.544	NM_011063	ENSMUSG00000013698	Pea15a	Mat1|PEA-15|Pea15|Pkcs15	phosphoprotein enriched in astrocytes 15A	protein-coding
KO Specific	primary_peak_17536	chr2	57238790	57238982	+	479	NA	intron (NM_010274, intron 1 of 16)	intron (NM_010274, intron 1 of 16)	504	NM_010274	14571	Mm.3711	NM_010274	ENSMUSG00000026827	Gpd2	AA408484|AI448216|AU021455|AW494132|GPDH|Gdm1|Gpd-m|Gpdh-m|TISP38	glycerol phosphate dehydrogenase 2, mitochondrial	protein-coding
KO Specific	primary_peak_27881	chr7	48749269	48750722	+	478	NA	Intergenic	Intergenic	-39008	NM_028031	243983	Mm.279116	NM_028031	ENSMUSG00000030471	Zdhhc13	2410004E01Rik|C530010M18|HIP3RP|Hip14l|kojak|skc4	zinc finger, DHHC domain containing 13	protein-coding
KO Specific	primary_peak_13604	chr17	29268650	29269284	+	477	NA	5' UTR (NM_030561, exon 1 of 9)	5' UTR (NM_030561, exon 1 of 9)	179	NM_030561	80748	Mm.290116	NM_030561	ENSMUSG00000052712	BC004004	2400006G15Rik	cDNA sequence BC004004	protein-coding
KO Specific	primary_peak_27579	chr7	30322624	30322986	+	477	NA	promoter-TSS (NM_001033140)	promoter-TSS (NM_001033140)	-430	NM_001033140	68332	Mm.6844	NM_001033140	ENSMUSG00000074211	Sdhaf1	0610010E21Rik|AI430885|AW490662|Lyrm8	succinate dehydrogenase complex assembly factor 1	protein-coding
KO Specific	primary_peak_14639	chr17	87326933	87327474	+	476	NA	intron (NM_028639, intron 8 of 19)	intron (NM_028639, intron 8 of 19)	44317	NM_028639	225049	Mm.77396	NM_028639	ENSMUSG00000036918	Ttc7	1110035E02Rik|1700007L07Rik|Ttc7a|fsn|hea	tetratricopeptide repeat domain 7	protein-coding
KO Specific	primary_peak_22521	chr4	133278078	133278384	+	475	NA	promoter-TSS (NM_025667)	promoter-TSS (NM_025667)	-441	NM_025667	52174	Mm.244748	NM_025667	ENSMUSG00000028857	Tmem222	5730406H10Rik|AA409341|D4Ertd196e	transmembrane protein 222	protein-coding
KO Specific	primary_peak_19928	chr3	84039174	84040734	+	475	NA	intron (NM_172681, intron 1 of 34)	CpG	207	NM_172681	229473	Mm.28838	NM_172681	ENSMUSG00000033767	Tmem131l	D930015E06Rik|Kiaa0922|mKIAA0922	transmembrane 131 like	protein-coding
KO Specific	primary_peak_8052	chr13	34077649	34078437	+	473	NA	promoter-TSS (NM_009450)	promoter-TSS (NM_009450)	-35	NM_009450	22151	Mm.422827	NM_009450	ENSMUSG00000058672	Tubb2a	M(beta)2|Tubb2	tubulin, beta 2A class IIA	protein-coding
KO Specific	primary_peak_11833	chr15	102671740	102672080	+	473	NA	promoter-TSS (NM_026468)	promoter-TSS (NM_026468)	-44	NR_030460	751542		NR_030460	ENSMUSG00000076009	Mir688	Mirn688|mmu-mir-688	microRNA 688	ncRNA
KO Specific	primary_peak_21615	chr4	59805417	59807089	+	473	NA	intron (NM_172468, intron 1 of 8)	CpG	603	NM_172468	209131	Mm.259705	NM_172468	ENSMUSG00000028385	Snx30	4732481H14Rik|C030041J06Rik	sorting nexin family member 30	protein-coding
KO Specific	primary_peak_30911	chr8	126497465	126498029	+	472	NA	Intergenic	Intergenic	-22682	NM_001159907	212728	Mm.482479	NM_001159907	ENSMUSG00000090290	Tarbp1	Gm17296|Gm179	TAR RNA binding protein 1	protein-coding
KO Specific	primary_peak_19051	chr2	166995792	166996810	+	472	NA	promoter-TSS (NM_001109905)	promoter-TSS (NM_001109905)	-2	NM_011490	20853	Mm.73276	NM_011490	ENSMUSG00000039536	Stau1	5830401L18Rik|AW549911|C85792|Stau	staufen double-stranded RNA binding protein 1	protein-coding
KO Specific	primary_peak_18335	chr2	126932919	126933508	+	471	NA	promoter-TSS (NM_023220)	promoter-TSS (NM_023220)	22	NM_023220	66552	Mm.269928	NM_023220	ENSMUSG00000027366	Sppl2a	2010106G01Rik|C130089K23Rik	signal peptide peptidase like 2A	protein-coding
KO Specific	primary_peak_5151	chr11	75454301	75455537	+	470	NA	promoter-TSS (NM_138950)	promoter-TSS (NM_138950)	-202	NM_138950	192652	Mm.340378	NM_138950	ENSMUSG00000045374	Wdr81	BC054822|Gm883|mFLJ00182|nur5	WD repeat domain 81	protein-coding
KO Specific	primary_peak_11112	chr15	73716325	73716899	+	470	NA	Intergenic	Intergenic	-6533	NM_001166390	19245	Mm.390807	NM_008975	ENSMUSG00000059895	Ptp4a3	AV088979|Prl-3|pPtp4a3	protein tyrosine phosphatase 4a3	protein-coding
KO Specific	primary_peak_3953	chr10	127674698	127675125	+	470	NA	Intergenic	Intergenic	-2154	NM_173732	210035	Mm.251075	NM_173732	ENSMUSG00000040195	Nemp1	Tmem194|Tmem194a	nuclear envelope integral membrane protein 1	protein-coding
KO Specific	primary_peak_17887	chr2	90504089	90504621	+	470	NA	intron (NM_008982, intron 1 of 23)	intron (NM_008982, intron 1 of 23)	-25181	NM_001135657	19271	Mm.330393	NM_008982	ENSMUSG00000025314	Ptprj	AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1	protein tyrosine phosphatase, receptor type, J	protein-coding
KO Specific	primary_peak_29180	chr7	142532994	142533809	+	469	NA	intron (NM_011288, intron 1 of 4)	intron (NM_011288, intron 1 of 4)	284	NM_011288	19935	Mm.12144	NM_011288	ENSMUSG00000037772	Mrpl23	L23mrp|Rpl23|Rpl23l	mitochondrial ribosomal protein L23	protein-coding
KO Specific	primary_peak_15828	chr19	5802063	5803850	+	468	NA	promoter-TSS (NR_002847)	promoter-TSS (NR_002847)	-285	NR_002847	72289	Mm.298256	NR_002847	ENSMUSG00000092341	Malat1	2210401K01Rik|9430072K23Rik|AI647968|Neat2	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	ncRNA
KO Specific	primary_peak_22648	chr4	135873486	135874277	+	468	NA	promoter-TSS (NM_026383)	promoter-TSS (NM_026383)	-35	NM_026383	52830	Mm.29159	NM_026383	ENSMUSG00000028675	Pnrc2	0610011E17Rik|D4Bwg0593e	proline-rich nuclear receptor coactivator 2	protein-coding
KO Specific	primary_peak_3104	chr10	77621942	77622736	+	468	NA	promoter-TSS (NM_019803)	promoter-TSS (NM_019803)	18	NM_019803	22213	Mm.458125	NM_019803	ENSMUSG00000009293	Ube2g2	1110003O05Rik|D10Xrf369|UBC7|Ubc7p	ubiquitin-conjugating enzyme E2G 2	protein-coding
KO Specific	primary_peak_26153	chr6	88465172	88465922	+	468	NA	exon (NM_019685, exon 1 of 11)	exon (NM_019685, exon 1 of 11)	124	NM_019685	56505	Mm.42195	NM_019685	ENSMUSG00000030079	Ruvbl1	2510009G06Rik|Pontin52|Tip49a	RuvB-like protein 1	protein-coding
KO Specific	primary_peak_4565	chr11	51931741	51932396	+	468	NA	Intergenic	Intergenic	-35563	NM_029976	52626	Mm.289456	NM_029976	ENSMUSG00000020392	Cdkn2aipnl	A430101B06Rik|AA409260|D11Ertd497e|MNCb-1520	CDKN2A interacting protein N-terminal like	protein-coding
KO Specific	primary_peak_31756	chr9	63132215	63133450	+	467	NA	Intergenic	Intergenic	14148	NM_172446	207667	Mm.36349	NM_172446	ENSMUSG00000022245	Skor1	AV273001|C230094B15Rik|Corl1|Lbxcor1	SKI family transcriptional corepressor 1	protein-coding
KO Specific	primary_peak_5824	chr11	101301642	101302449	+	467	NA	intron (NM_019584, intron 1 of 11)	CpG	222	NM_019584	56208	Mm.178947	NM_019584	ENSMUSG00000035086	Becn1	Atg6	beclin 1, autophagy related	protein-coding
KO Specific	primary_peak_13979	chr17	46153099	46153770	+	466	NA	intron (NM_025649, intron 1 of 2)	intron (NM_025649, intron 1 of 2)	117	NM_025649	66591	Mm.272024	NM_025649	ENSMUSG00000034509	Mad2l1bp	0610009D16Rik|2510031P20Rik|AU018945|AW550977|C76045|CMT2A|CMT2B|Mad2lbp|mKIAA0110	MAD2L1 binding protein	protein-coding
KO Specific	primary_peak_6392	chr11	120378565	120379190	+	466	NA	promoter-TSS (NM_027980)	promoter-TSS (NM_027980)	-131	NM_027980	71885	Mm.274890	NM_027980	ENSMUSG00000025384	Faap100	2310003H01Rik	Fanconi anemia core complex associated protein 100	protein-coding
KO Specific	primary_peak_13510	chr17	27204164	27204715	+	465	NA	promoter-TSS (NM_146075)	promoter-TSS (NM_146075)	-1	NM_146075	224640	Mm.29689	NM_146075	ENSMUSG00000044857	Lemd2	BC026588|Lem2|NET25	LEM domain containing 2	protein-coding
KO Specific	primary_peak_2348	chr10	17722065	17724525	+	465	NA	promoter-TSS (NM_010828)	promoter-TSS (NM_010828)	67	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding
KO Specific	primary_peak_26383	chr6	108782691	108783867	+	465	NA	exon (NM_026011, exon 1 of 7)	exon (NM_026011, exon 1 of 7)	220	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
KO Specific	primary_peak_11158	chr15	75929473	75930194	+	465	NA	promoter-TSS (NM_031201)	promoter-TSS (NM_031201)	-103	NM_031201	22122	Mm.22596	NM_031201	ENSMUSG00000022570	Tsta3	AI256181|FX|Tstap35b	tissue specific transplantation antigen P35B	protein-coding
KO Specific	primary_peak_25921	chr6	72140267	72141023	+	465	NA	intron (NM_001035228, intron 3 of 6)	intron (NM_001035228, intron 3 of 6)	-17448	NR_045165	71265	Mm.442035	NR_045163	ENSMUSG00000108709	4933431G14Rik	4930565C19Rik	RIKEN cDNA 4933431G14 gene	ncRNA
KO Specific	primary_peak_22638	chr4	135493905	135495212	+	465	NA	promoter-TSS (NM_028995)	promoter-TSS (NM_028995)	-54	NM_028995	74552	Mm.26548	NM_028995	ENSMUSG00000028803	Nipal3	9130020G22Rik|AI480660|Npal3	NIPA-like domain containing 3	protein-coding
KO Specific	primary_peak_5848	chr11	101952658	101953394	+	464	NA	intron (NR_045806, intron 1 of 3)	intron (NR_045806, intron 1 of 3)	605	NR_045806	73887	Mm.159084	NR_045806	ENSMUSG00000071818	4930417O22Rik	-	RIKEN cDNA 4930417O22 gene	ncRNA
KO Specific	primary_peak_24982	chr5	142074729	142075581	+	462	NA	intron (NM_177879, intron 22 of 44)	intron (NM_177879, intron 22 of 44)	-326342	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|Gm10868|Mnf	forkhead box K1	protein-coding
KO Specific	primary_peak_28103	chr7	75370633	75372280	+	462	NA	Intergenic	Intergenic	-62194	NM_153579	64176	Mm.273082	NM_153579	ENSMUSG00000053025	Sv2b	A830038F04Rik|AI850768|mKIAA0735	synaptic vesicle glycoprotein 2 b	protein-coding
KO Specific	primary_peak_24371	chr5	115272395	115273331	+	461	NA	promoter-TSS (NM_016698)	promoter-TSS (NM_016698)	32	NM_016698	50849	Mm.30051	NM_016698	ENSMUSG00000041740	Rnf10	AA675014|RIE2|mKIAA0262	ring finger protein 10	protein-coding
KO Specific	primary_peak_8605	chr13	64248478	64249258	+	460	NA	promoter-TSS (NM_001122989)	promoter-TSS (NM_001122989)	168	NR_045798	66503	Mm.443331	NR_045798	ENSMUSG00000097101	1810034E14Rik	-	RIKEN cDNA 1810034E14 gene	ncRNA
KO Specific	primary_peak_17164	chr2	30124186	30124947	+	459	NA	promoter-TSS (NM_178694)	promoter-TSS (NM_178694)	45	NM_001290503	227693	Mm.44526	NM_178694	ENSMUSG00000039686	Zer1	C230075L19Rik|Zyg11bl	zyg-11 related, cell cycle regulator	protein-coding
KO Specific	primary_peak_32238	chr9	105458896	105459382	+	459	NA	intron (NM_175025, intron 8 of 27)	MER47B|DNA|TcMar-Tigger	35994	NM_001253836	235574	Mm.326247	NM_175025	ENSMUSG00000032570	Atp2c1	1700121J11Rik|ATP2C1A|AW061228|BCPM|D930003G21Rik|HHD|SPCA|pmr1	ATPase, Ca++-sequestering	protein-coding
KO Specific	primary_peak_15779	chr19	4961904	4962641	+	459	NA	promoter-TSS (NM_025553)	promoter-TSS (NM_025553)	-34	NM_025553	66419	Mm.28494	NM_025553	ENSMUSG00000024902	Mrpl11	2410001P07Rik|L11mt	mitochondrial ribosomal protein L11	protein-coding
KO Specific	primary_peak_25965	chr6	73710639	73711491	+	458	NA	Intergenic	L1_Mus2|LINE|L1	-240044	NR_108032	73408	Mm.233629	NR_108032	ENSMUSG00000107408	1700065L07Rik	-	RIKEN cDNA 1700065L07 gene	ncRNA
KO Specific	primary_peak_11801	chr15	101983982	101984663	+	458	NA	Intergenic	Intergenic	20020	NM_031170	16691	Mm.358618	NM_031170	ENSMUSG00000049382	Krt8	AA960620|AL022697|AU019895|Card2|EndoA|K8|Krt-2.8|Krt2-8	keratin 8	protein-coding
KO Specific	primary_peak_15970	chr19	10190904	10191651	+	458	NA	promoter-TSS (NR_105959)	promoter-TSS (NR_105959)	-98	NR_105959	102465600		NR_105959	ENSMUSG00000098363	Mir6993	Gm27642|mmu-mir-6993	microRNA 6993	ncRNA
KO Specific	primary_peak_15337	chr18	62164063	62164802	+	458	NA	Intergenic	Intergenic	15549	NM_007420	11555	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding
KO Specific	primary_peak_3196	chr10	80172823	80173422	+	457	NA	exon (NM_027207, exon 1 of 3)	exon (NM_027207, exon 1 of 3)	178	NM_027207	69770	Mm.302754	NM_027207	ENSMUSG00000035595	1600002K03Rik	-	RIKEN cDNA 1600002K03 gene	protein-coding
KO Specific	primary_peak_11633	chr15	97767641	97768508	+	457	NA	promoter-TSS (NM_001177811)	promoter-TSS (NM_001177811)	-408	NM_144850	223864	Mm.24028	NM_144850	ENSMUSG00000022469	Rapgef3	2310016P22Rik|9330170P05Rik|Epac|Epac1	Rap guanine nucleotide exchange factor (GEF) 3	protein-coding
KO Specific	primary_peak_11288	chr15	79413857	79414552	+	457	NA	Intergenic	L2c|LINE|L2	-10901	NM_172608	223693	Mm.323358	NM_172608	ENSMUSG00000009035	Tmem184b	2610507A11|4732495E13Rik	transmembrane protein 184b	protein-coding
KO Specific	primary_peak_28974	chr7	128332779	128333618	+	457	NA	Intergenic	Intergenic	-35067	NM_145590	233913	Mm.220880	NM_145590	ENSMUSG00000030780	BC017158	-	cDNA sequence BC017158	protein-coding
KO Specific	primary_peak_29270	chr8	4275524	4276326	+	456	NA	promoter-TSS (NM_011592)	promoter-TSS (NM_011592)	-20	NM_011592	21856	Mm.195249	NM_011592	ENSMUSG00000002949	Timm44	0710005E20Rik|D8Ertd118e|Mimt44|Tim44	translocase of inner mitochondrial membrane 44	protein-coding
KO Specific	primary_peak_13617	chr17	29490248	29490833	+	455	NA	promoter-TSS (NM_008842)	promoter-TSS (NM_008842)	-505	NM_008842	18712	Mm.328931	NM_008842	ENSMUSG00000024014	Pim1	Pim-1	proviral integration site 1	protein-coding
KO Specific	primary_peak_20257	chr3	96171913	96172852	+	455	NA	promoter-TSS (NM_153053)	promoter-TSS (NM_153053)	-168	NM_153053	107701	Mm.219671	NM_153053	ENSMUSG00000068856	Sf3b4	SF3b49|SF3b50|Sap49	splicing factor 3b, subunit 4	protein-coding
KO Specific	primary_peak_7509	chr12	105962680	105963418	+	455	NA	Intergenic	CpG	-47214	NM_001029843	22367	Mm.2981	NM_011705	ENSMUSG00000021115	Vrk1	51PK	vaccinia related kinase 1	protein-coding
KO Specific	primary_peak_26060	chr6	85962125	85962437	+	455	NA	promoter-TSS (NM_028099)	promoter-TSS (NM_028099)	-614	NM_028099	72102	Mm.24007	NM_028099	ENSMUSG00000030002	Dusp11	2010300F21Rik|AI481497	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	protein-coding
KO Specific	primary_peak_11720	chr15	99875018	99875771	+	454	NA	promoter-TSS (NM_001113545)	promoter-TSS (NM_001113545)	62	NM_001113545	65970	Mm.33207	NM_023063	ENSMUSG00000023022	Lima1	Eplin	LIM domain and actin binding 1	protein-coding
KO Specific	primary_peak_13530	chr17	27820513	27821117	+	454	NA	promoter-TSS (NM_001044719)	promoter-TSS (NM_001044719)	-273	NM_001271511	224647	Mm.196577	NM_001033279	ENSMUSG00000056692	Ilrun	AU020189|C030010A15|C80239|D17Wsu92e	inflammation and lipid regulator with UBA-like and NBR1-like domains	protein-coding
KO Specific	primary_peak_31590	chr9	56075282	56076231	+	453	NA	Intergenic	Intergenic	-14220	NM_011193	19200	Mm.2534	NM_011193	ENSMUSG00000032322	Pstpip1	CD2BP1|def-2	proline-serine-threonine phosphatase-interacting protein 1	protein-coding
KO Specific	primary_peak_24342	chr5	114774503	114775061	+	452	NA	promoter-TSS (NM_026718)	promoter-TSS (NM_026718)	201	NR_027872	67642	Mm.482535	NM_175120	ENSMUSG00000092183	4930515G01Rik	-	RIKEN cDNA 4930515G01 gene	ncRNA
KO Specific	primary_peak_30160	chr8	84831998	84832664	+	451	NA	promoter-TSS (NR_033145)	promoter-TSS (NR_033145)	49	NM_183358	102060	Mm.489649	NM_183358	ENSMUSG00000033751	Gadd45gip1	2310040G17Rik|AI425883|Crif1|MRP-L59|Plinp1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	protein-coding
